#		Crusader Kings 2 : Advanced Medieval Desires

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;


#AMD_EV_DESC_LENGTH;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;	이벤트 창 1 line 제한 약 70byte

#이벤트Events;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;



#	모드 알림, 모드 옵션;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;

AMD_String_PrisonerHate_5;반발5;;;;;;;;;;;;x;

AMD_String_PrisonerObey_0;굴복0;;;;;;;;;;;;x;
AMD_String_PrisonerObey_1;굴복1;;;;;;;;;;;;x;
AMD_String_PrisonerObey_2;굴복2;;;;;;;;;;;;x;
AMD_String_PrisonerObey_3;굴복3;;;;;;;;;;;;x;
AMD_String_PrisonerObey_4;굴복4;;;;;;;;;;;;x;
AMD_String_PrisonerObey_5;굴복5;;;;;;;;;;;;x;

AMD_String_PrisonerFear_0;공포0;;;;;;;;;;;;x;
AMD_String_PrisonerFear_1;공포1;;;;;;;;;;;;x;
AMD_String_PrisonerFear_2;공포2;;;;;;;;;;;;x;
AMD_String_PrisonerFear_3;공포3;;;;;;;;;;;;x;
AMD_String_PrisonerFear_4;공포4;;;;;;;;;;;;x;
AMD_String_PrisonerFear_5;공포5;;;;;;;;;;;;x;

AMD_String_PrisonerLust_0;욕망0;;;;;;;;;;;;x;
AMD_String_PrisonerLust_1;욕망1;;;;;;;;;;;;x;
AMD_String_PrisonerLust_2;욕망2;;;;;;;;;;;;x;
AMD_String_PrisonerLust_3;욕망3;;;;;;;;;;;;x;
AMD_String_PrisonerLust_4;욕망4;;;;;;;;;;;;x;
AMD_String_PrisonerLust_5;욕망5;;;;;;;;;;;;x;


AMD_EV_DESC_22020;당신은 [AMD_ET_TGT.GetFirstName]와 대화를 해보기로 했습니다. 회유, 협박, 그리고 자유를 위한 협상이 가능합니다.\n[AMD_ET_TGT.AMD_CLK_GetPrisonerHate] [AMD_ET_TGT.AMD_CLK_GetPrisonerObey] [AMD_ET_TGT.AMD_CLK_GetPrisonerFear] [AMD_ET_TGT.AMD_CLK_GetPrisonerLust] ;;;;;;;;;;;;;x;
AMD_EV_OPT_22020_1;회유;;;;;;;;;;;;;x;
AMD_EV_TT_22020_1;적절한 대화와 떡밥으로 상대의 반감을 줄입니다. 실패시 공포 감소.\n\n;;;;;;;;;;;;;x;
AMD_EV_OPT_22020_2;협박;;;;;;;;;;;;;x;
AMD_EV_TT_22020_2;당신에게 협력하지 않으면 생길 수 있는 일들에 대한 정보를 제공합니다. 성공시 공포 상승, 실패시 반발 상승.\n\n;;;;;;;;;;;;;x;
AMD_EV_OPT_22020_3;교섭;;;;;;;;;;;;;x;
AMD_EV_TT_22020_3;포로의 자유를 놓고 협상합니다. 소지금 전체, 봉신화, 클레임 포기 등 일반적인 몸값보다 더 큰 것을 요구할 수 있습니다.;;;;;;;;;;;;;x;

AMD_EV_DESC_22030;당신은 [AMD_ET_TGT.GetFirstName]에게 삶과 자유의 소중함을 느끼게 해줄 놀라운 경험을 선사해주기로 했습니다. \n[AMD_ET_TGT.AMD_CLK_GetPrisonerHate] [AMD_ET_TGT.AMD_CLK_GetPrisonerObey] [AMD_ET_TGT.AMD_CLK_GetPrisonerFear] [AMD_ET_TGT.AMD_CLK_GetPrisonerLust] ;;;;;;;;;;;;;x;
AMD_EV_OPT_22030_1;고문;;;;;;;;;;;;;x;
AMD_EV_TT_22030_1;신체에 손상을 주지 않는 가벼운 고문을 행합니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22030_2;절단;;;;;;;;;;;;;x;
AMD_EV_TT_22030_2;영구적인 체중감량을 동반하는 가혹한 고문을 행합니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22030_3;망신;;;;;;;;;;;;;x;
AMD_EV_TT_22030_3;정신과 존엄성에 악영향을 주는 수치스러운 고문을 행합니다. 성적 행위는 포함되지 않음.;;;;;;;;;;;;;x;


AMD_EV_DESC_22031_1;당신은 [AMD_ET_TGT.GetFirstName]에게 밖에서는 할 수 없는 진귀한 경험을 할 수 있는 기회를 제공했습니다. 자세한 내용이 궁금하시면 DLC Reapers Due를 구매하세요!;;;;;;;;;;;;;x;
AMD_EV_DESC_22033_1;당신은 간단한 수술을 통해 [AMD_ET_TGT.GetFirstName]의 체중을 영구적으로 감량하였습니다. 자세한 내용이 궁금하시면 DLC Reapers Due를 구매하세요!;;;;;;;;;;;;;x;
AMD_EV_OPT_22033_1;짐을 덜어주는 건 보람찬 일이지!;;;;;;;;;;;;;x;
AMD_EV_DESC_22033_2;이 세상에는 눈 뜨고 못 볼 끔찍한 것들이 너무나 많습니다. 하지만 [AMD_ET_TGT.GetFirstName]은 더이상 그런 것들로 인해 고통받지 않을 것입니다.;;;;;;;;;;;;x;
AMD_EV_OPT_22033_2;관점을 바꾸면 행복은 가까이에 있다네.;;;;;;;;;;;;;x;
AMD_EV_DESC_22033_3;어느 시대에나 남자들은 허리 아래의 욕망으로부터 자유롭지 못했습니다. 하지만 [AMD_ET_TGT.GetFirstName]은 이제 그런 걱정을 하지 않아도 됩니다.;;;;;;;;;;;;x;
AMD_EV_OPT_22033_3;고맙지 않은가?;;;;;;;;;;;;;x;


AMD_EV_DESC_22039;[AMD_ET_TGT.GetFirstName]은 가혹한 고문을 견디지 못하고 사망했습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_22039_1;[AMD_ET_TGT.GetFirstName]은 가혹한 고문을 견디지 못하고 사망했습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_22039_2;[AMD_ET_TGT.GetFirstName]은 급격한 체중 감량의 부작용으로 사망했습니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22039_1;왜 죽지? 살고 싶지 않은건가?;;;;;;;;;;;;;x;

AMD_EV_DESC_22040;당신은 [AMD_ET_TGT.GetFirstName]의 지루한 감금생활에 새로운 자극을 주기로 했습니다. [AMD_ET_TGT.AMD_CLK_GetPrisonerState] \n[AMD_ET_TGT.AMD_CLK_GetPrisonerHate] [AMD_ET_TGT.AMD_CLK_GetPrisonerObey] [AMD_ET_TGT.AMD_CLK_GetPrisonerFear] [AMD_ET_TGT.AMD_CLK_GetPrisonerLust] ;;;;;;;;;;;;;x;
AMD_String_PrisonerState_Virgin;[AMD_ET_TGT.GetTitledFirstName]은 다가올 끔찍한 시간을 예감한 듯 작게 떨고 있습니다.;;;;;;;;;;;;;x;
AMD_String_PrisonerState_Brave;[AMD_ET_TGT.GetTitledFirstName]은 당신을 똑바로 노려보고 있습니다.;;;;;;;;;;;;;x;
AMD_String_PrisonerState_Broken;[AMD_ET_TGT.GetTitledFirstName]은 공허한 눈빛으로 당신을 바라보며 의미를 알 수 없는 미소를 지었습니다.;;;;;;;;;;;;;x;
AMD_String_PrisonerState_Lust;[AMD_ET_TGT.GetTitledFirstName]은 뭔가 기대하는 듯한 눈빛으로 당신을 바라보며 얼굴을 붉혔습니다.;;;;;;;;;;;;;x;

AMD_EV_OPT_22040_0;조교;;;;;;;;;;;;;x;
AMD_EV_TT_22040_0;대상의 성적 욕망을 자극하여 당신에게 따르게 합니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22040_1;빠른 강간;;;;;;;;;;;;;x;
AMD_EV_TT_22040_1;수감자에게 사랑을 줍니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_22040_2;긴 밤;;;;;;;;;;;;;x;
AMD_EV_TT_22040_2;수감자와 좀 더 오랜 시간을 보냅니다.;;;;;;;;;;;;;x;
AMD_EV_TT_22040_PC;비록 주위에 경비병들이 있고 상대가 비무장이라고 해도, 무방비한 상태로 적대적인 남자와 접촉하는 것은 위험한 일입니다.;;;;;;;;;;;;;x;

AMD_CT_22100_reverse_rape_failed;죄수의 역습!;;;;;;;;;;;;;x;
AMD_EV_OPT_22040_3;성고문;;;;;;;;;;;;;x;
AMD_EV_TT_22040_3;성적인 고문을 합니다...;;;;;;;;;;;;;x;
AMD_EV_TT_22040_3_gangbang;구멍만 있으면 남녀노소 생사인마를 가리지 않는 지하감옥의 흉악범들이 [AMD_ET_TGT.GetFirstName]에게 가르침을 줄 것입니다.;;;;;;;;;;;;;x;
AMD_EV_TT_22040_3_horse;[AMD_ET_PRISON_HORSE.GetTitledFirstName]에게 [AMD_ET_TGT.GetTitledFirstName]의 교육을 부탁합니다.;;;;;;;;;;;;;x;
AMD_EV_TT_22040_3_bear;[AMD_ET_PRISON_BEAR.GetTitledFirstName]에게 [AMD_ET_TGT.GetTitledFirstName]의 교육을 부탁합니다.;;;;;;;;;;;;;x;
AMD_EV_TT_22040_3_cat;[AMD_ET_PRISON_CAT.GetTitledFirstName]에게 [AMD_ET_TGT.GetTitledFirstName]의 교육을 부탁합니다.;;;;;;;;;;;;;x;



AMD_OPT_22100_rape;내가 직접 손봐주마.;;;;;;;;;;;;;x;
AMD_CT_22100_rape;당신이 직접 [AMD_ET_TGT.GetTitledFirstName]을 강간합니다.;;;;;;;;;;;;;x;
AMD_OPT_22100_reverse_rape;내가 직접 손봐주마.;;;;;;;;;;;;;x;
AMD_CT_22100_reverse_rape_success;역강간!;;;;;;;;;;;;;x;
AMD_OPT_22100_rape_assi;내 친구가 재미볼 시간이군.;;;;;;;;;;;;;x;
AMD_CT_22100_rape_assi;당신의 비밀 친구가 [AMD_ET_TGT.GetTitledFirstName]을 상대합니다.;;;;;;;;;;;;;x;
AMD_OPT_22100_rape_gang;지하감옥의 쓰레기들을 데려와라!;;;;;;;;;;;;;x;



AMD_EV_DESC_22090;당신은 [AMD_ET_TGT.GetFirstName]의 자유와 무거운 대가를 저울에 올리고 교섭을 진행합니다. \n[AMD_ET_TGT.AMD_CLK_GetPrisonerHate] [AMD_ET_TGT.AMD_CLK_GetPrisonerObey] [AMD_ET_TGT.AMD_CLK_GetPrisonerFear] [AMD_ET_TGT.AMD_CLK_GetPrisonerLust] ;;;;;;;;;;;;;x;
AMD_EV_OPT_22090_1;가진 돈을 모두 토해내라.;;;;;;;;;;;;x;
AMD_EV_TT_22090_1;드... 드리겠습니다!;;;;;;;;;;;;x;
AMD_EV_OPT_22090_2;내게 충성하라.;;;;;;;;;;;;x;
AMD_EV_OPT_22090_3;이 문서에 서명해라.;;;;;;;;;;;;x;
AMD_EV_TT_22090_3;대상이 소유한 작위의 클레임을 받아내거나, 당신이 가진 작위에 대한 클레임을 삭제할 수 있습니다..;;;;;;;;;;;;x;
AMD_EV_OPT_22090_4;내게 복종하라.;;;;;;;;;;;;x;


AMD_EV_TT_22015_ACCEPT;제안을 받아들인다.;;;;;;;;;;;;x;
AMD_EV_TT_22015_REFUSE;허나 거절한다!;;;;;;;;;;;;x;


AMD_EV_DESC_22091;당신은 [AMD_ET_TGT.GetFirstName]에게 자유의 대가로 전재산을 내놓을 것을 요구했고, [AMD_ET_TGT.GetFirstName]은 그 제안을 수락했습니다. ;;;;;;;;;;;;;x;
AMD_EV_DESC_22092;당신은 [AMD_ET_TGT.GetFirstName]에게 봉신으로서 충성을 맹세할 것을 요구했고, [AMD_ET_TGT.GetFirstName]은 그 제안을 수락했습니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_22092_1;새로운 봉신을 환영한다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22092_2;새로운 가신을 환영한다.;;;;;;;;;;;;;x;
AMD_EV_DESC_22093;당신은 [AMD_ET_TGT.GetFirstName]에게 작위의 권리에 관한 문서에 서명할 것을 요구했고, [AMD_ET_TGT.GetFirstName]은 그 제안을 수락했습니다. 그 문서의 내용은...;;;;;;;;;;;;;x;
AMD_EV_OPT_22093_1;날조된 권리 문서.;;;;;;;;;;;;;x;
AMD_EV_OPT_22093_2;주장을 포기한다.;;;;;;;;;;;;;x;
AMD_EV_DESC_22094;당신은 [AMD_ET_TGT.GetFirstName]에게 성노예로서 충성을 맹세할 것을 요구했고, [AMD_ET_TGT.GetFirstName]은 그 제안을 수락했습니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_22094_1;봉신으로서 받아들인다.;;;;;;;;;;;;;x;
AMD_EV_TT_22094_1;당신보다 급이 낮은 영주이기 때문에 가능합니다.\n[AMD_ET_TGT.GetFirstName]은 모든 작위를 유지한 채로 당신의 봉신이 됩니다.;;;;;;;;;;;;;x;
AMD_EV_OPT_22094_2;몸만 있으면 충분하다.;;;;;;;;;;;;;x;
AMD_EV_TT_22094_2;[AMD_ET_TGT.GetFirstName]은 후계자에게 양위하고 당신의 궁정에 합류합니다. 당신은 [AMD_ET_TGT.GetFirstName]이 가졌던 모든 작위에 대한 클레임을 얻습니다.;;;;;;;;;;;;;x;

AMD_EV_DESC_22099;[AMD_ET_TGT.GetFirstName]은 당신의 제안을 거부했습니다. [AMD_ET_TGT.GetFirstName]은 그 제안을 수락했습니다. ;;;;;;;;;;;;;x;
AMD_EV_OPT_22099_9;아주 좋소.;;;;;;;;;;;;;x;


#unused. old ver data
AMD_OPT_21010_gift;사랑을 위해 돈을 아끼지 않는다.;;;;;;;;;;;;;x;
AMD_CT_gift_happy;멋진 선물과 호화로운 식사, 고급 와인이 좋은 분위기를 조성합니다.;;;;;;;;;;;;;x;
AMD_OPT_21010_slave;아주 좋아. 이제 떡이나 치자고!;;;;;;;;;;;;;x;
AMD_OPT_21010_master;주인님... 더 이상 못 참겠어요...;;;;;;;;;;;;;x;
AMD_CT_slave_happy;두 사람의 특별한 관계로 인해 흥분도가 크게 상승합니다.;;;;;;;;;;;;;x;
AMD_OPT_21010_bed;좋아. 이제 침대로 가자.;;;;;;;;;;;;;x;
AMD_CT_21010_bed;당신의 매력과 외교력에 따라 성공률이 변합니다.\n;;;;;;;;;;;;;x;
AMD_CT_good_start;약간 좋은 분위기로 시작합니다.;;;;;;;;;;;;;x;
AMD_CT_normal_start;변화 없음.;;;;;;;;;;;;;x;
AMD_CT_bad_start;약간 나쁜 분위기로 시작합니다.;;;;;;;;;;;;;x;
AMD_OPT_21010_just_talk;사랑도 좋지만, 대화를 나누고 싶다.;;;;;;;;;;;;;x;
AMD_CT_21010_just_talk;두 사람은 진지하게 대화를 합니다.\n;;;;;;;;;;;;;x;



#	이벤트 - 스킬 수련 ;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;
AMD_EV_DESC_24000_1;오늘 충격적인 사실을 알게 되었다. 아기는 황새가 물어오는 것이 아니었다! 가문을 이어가는 데 필수적인 이 일에 대해서 나는 아는 것이 너무 없다. 공부를 해야 하는게 아닐까...;;;;;;;;;;;;;x;
AMD_EV_DESC_24000_2;나는 무엇을 어디에 넣어서 아기를 만드는지는 안다. 그러나 밤의 침실에서 일어나는 일은 그게 전부가 아닌 것 같다. 이 문제에 대해서 좀 더 알아봐야 할까?;;;;;;;;;;;;;x;
AMD_EV_DESC_24000_3;나는 밤일에 제법 자신이 있지만, 결코 최고는 아니다. 세상에는 나보다 더 뛰어난 고수들이 많고, 내가 상상도 못한 기술들이 존재한다. 밤기술을 더 갈고닦을 시간이 있을까?;;;;;;;;;;;;;x;
AMD_EV_DESC_24000_4;나의 정력과 밤기술은 거의 최고의 수준에 이르렀다고 자부하지만, 가끔 더 높은 경지가 존재할지도 모른다는 생각이 든다. 과연 연구할 가치가 있을까?;;;;;;;;;;;;;x;
AMD_EV_OPT_24000_1;물론 그만한 가치가 있다!;;;;;;;;;;;;;x;
AMD_EV_OPT_24000_2;아니, 시간낭비다.;;;;;;;;;;;;;x;

AMD_EV_DESC_24002_1;밤기술을 연구하기 위해 내가 가진 책들을 읽어보기로 했다. 마침 그런 목적에 적절한 책이 있는 것 같다...;;;;;;;;;;;;;x;
AMD_EV_DESC_24002_2;인체의 신비와 밤의 기술에 대해 알아보고 싶었지만, 서고에는 그런 목적에 맞는 책이 없었다... 그래서 나는 그런 책을 수소문했고, 마침내 내가 원하던 바로 그 책을 살 수 있는 기회가 찾아왔다!;;;;;;;;;;;;;x;
AMD_EV_OPT_24002_1;책 속에 길이 있다.;;;;;;;;;;;;;x;

AMD_EV_DESC_24003_1;오늘 영지를 돌아보다가 젊은 남자들이 모여 이야기하는 것을 들었다. 그들은 여자의 신체구조에 대한 토론을 벌이고 있었고, 나는 그 이야기를 들으며 도움이 될 만한 내용이 있는지 생각해보았다...;;;;;;;;;;;;;x;
AMD_EV_DESC_24003_2;오늘 병영을 돌아보던 중 병사들이 휴식하며 이야기하는 것을 들었다. 그들은 여자를 다루는 방법에 대해 이야기하고 있었고, 나는 그 이야기를 들으며 도움이 될 만한 내용이 있는지 생각해보았다...;;;;;;;;;;;;;x;
AMD_EV_DESC_24003_3;오늘 시장을 돌아보다, 상인들이 구석에서 이야기하는 것을 들었다. 그들은 각지의 창녀들이 가진 환상적인 기술과 가격에 대해 한참을 떠들었고, 나는 그 이야기에 쓸만한 내용이 있는지 생각해보았다...;;;;;;;;;;;;;x;
AMD_EV_DESC_24003_4;오늘 궁내를 돌아보다, 나이 지긋한 시녀들이 이야기하는 것을 들었다. 그녀들은 잠자리에 대해 풍성한 이야기거리를 가지고 있었고, 나는 그 이야기를 엿들으며 도움이 될 만한 내용이 있는지 생각해보았다...;;;;;;;;;;;;;x;
AMD_EV_OPT_24003_1;음... 들을 가치가 있는 내용이었다.;;;;;;;;;;;;;x;

AMD_EV_DESC_24004_1;음란방탕한 사생활로 궁내에서 그 명성이 높은 [From.GetBestName]와 밤기술에 대해 이야기를 나누었다. 하지만 [From.GetSheHe]가 말한 내용은 전부 나도 잘 아는 것이었고, 전혀 도움이 되지 않았다...;;;;;;;;;;;;;x;
AMD_EV_DESC_24004_2;음란방탕한 사생활로 궁내에서 그 명성이 높은 [From.GetBestName]와 밤기술에 대해 이야기를 나누었다. [From.GetSheHe]는 자신의 기술을 기쁘게 알려주었으며, 우리는 꽤 충실한 대화를 나누었다.;;;;;;;;;;;;;x;
AMD_EV_OPT_24004_1;배운 것은 없지만 사이는 좋아진 것 같다.;;;;;;;;;;;;;x;
AMD_EV_OPT_24004_2;지식과 우정을 모두 얻었군.;;;;;;;;;;;;;x;

AMD_EV_DESC_24005;혼자서 공부하는 것도 좋지만, 보다 뛰어난 자에게 배우는 것 또한 좋은 방법이다. 최근에 들은 소문에 따르면, 먼 동방에서 온 인체의 신비와 밤의 기예를 극한까지 연마한 달인이 [Root.GetCapitalLocation] 주위에 와 있다고 한다...;;;;;;;;;;;;;x;
AMD_EV_OPT_24005_0;내 궁정에 신비한 중국인은 필요없다!;;;;;;;;;;;;;x;
AMD_EV_OPT_24005_1;대인! 부디 제게 가르침을 주십시오!;;;;;;;;;;;;;x;
AMD_EV_OPT_24005_2;무슨 책으로 공부하셨습니까?;;;;;;;;;;;;;x;

AMD_EV_DESC_24006_0;내게 밤기술과 인체의 신비에 대한 가르침을 줄 만한 전문가들을 찾기 위해 영지를 둘러보았지만, [Root.GetCapitalLocation] 주위에서는 그 기술을 생업으로 삼는 자들이 모여있는 곳을 찾을 수 없었다...;;;;;;;;;;;;;x;
AMD_EV_OPT_24006_1;전문가의 경험담을 들어볼까...;;;;;;;;;;;;;x;
AMD_EV_OPT_24006_2;백 번 듣는 것이 한 번 보는 것만 못하다지?;;;;;;;;;;;;;x;
AMD_EV_OPT_24006_3;실습이 완벽을 만든다.;;;;;;;;;;;;;x;
AMD_EV_OPT_24006_8;그런 곳은 들어가고 싶지 않다.;;;;;;;;;;;;;x;
AMD_EV_OPT_24006_9;없으면 만든다!;;;;;;;;;;;;;x;



AMD_EV_DESC_24009_1;황새는 거짓말이었다. 중요한 것은 무엇을 어디에 넣고 언제 빼는가 하는 간단한 문제다... 이제 나는 성인으로서 알아야 할 기본적인 지식을 알게 되었다.;;;;;;;;;;;;x;
AMD_EV_DESC_24009_2;넣고 빼는 것은 짐승이라도 할 수 있는 일이다. 그러나 지성을 가진 존재는 단순한 번식 행위를 보다 의미있고 즐거운 시간으로 만들 수 있다... 이제 나는 그 기술을 안다.;;;;;;;;;;;;x;
AMD_EV_DESC_24009_3;밤기술 수련은 헛되지 않았고, 나의 기술은 이제 예술의 영역에 들어섰다... 이제 나는 밤이 두렵지 않다.;;;;;;;;;;;;x;
AMD_EV_DESC_24009_4;사랑의 예술을 다각도로 탐구하고 극한까지 연마한 끝에, 나는 더 이상 배울 것이 없는 최고의 경지에 도달했다... 이제 누구도 나의 사랑을 막지 못하리라!;;;;;;;;;;;;x;

AMD_EV_DESC_24099_0;나는 더이상 섹스 공부 따위에 시간을 낭비하지 않기로 했다.;;;;;;;;;;;;x;
AMD_EV_DESC_24099_1;나는 이제 밤일 같은 것에 관심이 가지 않는 몸이 되었다. 더이상 쓸모없는 공부에 시간을 낭비하지 않겠다.;;;;;;;;;;;;x;
AMD_EV_DESC_24099_2;나는 금욕의 맹세를 했다. 더이상 육신의 욕망을 자극하는 공부에 시간을 낭비하지 않겠다.;;;;;;;;;;;;x;
AMD_EV_DESC_24099_3;나는 더이상 배울 것도 연구할 것도 없는 최고의 경지에 도달했다. 공부는 끝이다.;;;;;;;;;;;;x;
AMD_EV_OPT_24099;나는 더이상 배울 것도 연구할 것도 없는 최고의 경지에 도달했다. 공부는 끝이다.;;;;;;;;;;;;x;


#	이벤트 - 연금술? ;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;
AMD_EV_DESC_25000;다 죽어가는 노인도 피끓는 젊은이처럼 벌떡 일으켜세우고, 한번의 파종으로 확실히 열매를 거두거나, 아무리 뿌려도 열매가 맺히지 않게 해주는 신비한 약에 대한 전설이 있습니다. 하지만 그런 특수한 재주는 아무나 부릴 수 있는 것이 아닙니다...;;;;;;;;;;;;x;
AMD_EV_OPT_25000_0;역시 약물 같은 건 필요없다.;;;;;;;;;;;;;x;
AMD_EV_OPT_25000_1;시간과 예산을 들여 찾아본다.;;;;;;;;;;;;;x;
AMD_EV_OPT_25000_2;[Root.GetCapitalLocation]의 연금술사 길드에 협조를 요청한다.;;;;;;;;;;;;;x;
AMD_EV_OPT_25000_3;의사에게 물어본다.;;;;;;;;;;;;;x;
AMD_EV_OPT_25000_4;학회의 지원을 받는다.;;;;;;;;;;;;;x;
AMD_EV_TT_25000_4;당신은 헤르메스 학회의 일원이기 때문에 이 선택이 가능함;;;;;;;;;;;;;x;
AMD_EV_OPT_25000_5;어둠의 권세를 빌린다.;;;;;;;;;;;;;x;
AMD_EV_TT_25000_5;당신은 악마 숭배 결사의 일원이기 때문에 이 선택이 가능함;;;;;;;;;;;;;x;

AMD_EV_DESC_25002_0;연금술의 달인을 구하려는 당신의 노력은 실패로 돌아간 것 같습니다. 많은 돈을 쥐어 보냈던 정찰병들은 아무 소득도 없이 돌아왔고, 당신은 그 약물이라는 것이 정말 필요한지 심각하게 고민해봐야 할 것입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_25002_1;오늘도 연금술사의 소식은 들리지 않습니다. 당신은 애초에 기대도 하지 않았기에 실망조차 없이 천문대로 올라왔습니다... 당신은 혼자가 아니었습니다. 좆같은... 아니, 악마적인 무언가가 당신의 천문대에 있습니다! 그것이 흉측하게 꿈틀거리며 내는 신성모독적인 소리는 인간의 그 어떤 언어와도 비슷하지 않았지만, 당신은 그 의미를 알 수 있었습니다. '거래';;;;;;;;;;;;x;
AMD_EV_OPT_25002_1;거래 성립...?;;;;;;;;;;;;;x;
AMD_EV_TT_25002_1;마라 성간 무역연합 관측소장은 당신이 영지에서 일어나는 괴현상을 눈감아주는 조건으로 약물을 제공할 것입니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_25002_2;오늘도 연금술사의 소식은 들리지 않습니다. 당신은 애초에 기대도 하지 않았기에 실망조차 없이 천문대로 올라왔습니다... 당신은 혼자가 아니었습니다. 갑옷을 입은 사람? 천사? 악마? 당신이 아는 무엇과도 닮지 않은 그것은 당신이 잘 아는 언어로 전혀 이해할 수 없는 말을 하고 있습니다. '최우선 보존', '유전자 풀', '개체수 조절'... 당신이 알아들은 것은 딱 한 문장이었습니다. '동의하십니까?';;;;;;;;;;;;x;
AMD_EV_OPT_25002_2;어... 약관에 동의합니다?;;;;;;;;;;;;;x;
AMD_EV_TT_25002_2;지구 관리단은 당신이 살아있는 동안 아무 대가 없이 도와줄 것입니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_25002_3;연금술사 수색을 위해 보낸 정찰병들은 한 소녀와 함께 돌아왔습니다. 신비한 소녀 연금술사는 당신이 원하는 약물을 무엇이든 만들어줄 수 있다고 했지만, 그 대가로 막대한 돈을 요구했습니다...;;;;;;;;;;;;x;
AMD_EV_OPT_25002_3;계약금을 지불한다.;;;;;;;;;;;;;x;
AMD_EV_TT_25002_3;그녀는 당신이 살아있는 동안 매달 돈을 받을 것이며, 약물을 만들 때마다 추가로 비용을 청구할 것입니다.;;;;;;;;;;;;;x;

AMD_EV_DESC_25002_4;연금술사를 따로 찾을 필요가 있을까? 나는 헤르메스 학회의 일원으로서 직접 연금술을 구사하여 신비한 약을 만들 수 있다. 필요한 재료와 설비는 영향력을 사용해서 조달할 수 있을 것이다.;;;;;;;;;;;;x;
AMD_EV_OPT_25002_4;아는 것이 힘이다.;;;;;;;;;;;;;x;
AMD_EV_TT_25002_4;당신이 헤르메스 학회의 일원인 동안, 약물 제조가 가능합니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_25002_5;연금술사를 따로 찾을 필요가 있을까? 나는 어둠의 존재를 섬기는 자로서 그 권능을 빌려 신비한 약물과 같은 효과를 얻을 수 있다. 의식에는 어둠의 힘이 필요하지만, 그만한 가치가 있을 것이다.;;;;;;;;;;;;x;
AMD_EV_OPT_25002_5;왼팔의 흑염소가 꿈틀거린다...;;;;;;;;;;;;;x;
AMD_EV_TT_25002_5;당신이 악마 숭배 결사의 일원인 동안, 약물과 같은 효과를 내는 신비한 의식을 사용할 수 있습니다.;;;;;;;;;;;;;x;

AMD_EV_DESC_25002_6;존재하지 않을지도 모르는 자를 찾는 데 돈과 시간을 낭비하는 대신, 직접 약물 제조를 시도하는 것이 어떨까.;;;;;;;;;;;;x;
AMD_EV_OPT_25002_6;진료는 의사에게, 약도 의사에게.;;;;;;;;;;;;;x;
AMD_EV_TT_25002_6;당신의 의약학 지식을 이용해 약물 제조를 시도할 수 있습니다.;;;;;;;;;;;;;x;
AMD_EV_DESC_25002_70;존재하지 않을지도 모르는 자를 찾는 데 돈과 시간을 낭비하는 대신, 궁중 의사에게 추가 수당을 지급하고 특별한 주술 의식을 부탁할 수 있습니다. 성공률은 의사의 학력에 비례하지만, 결코 쉽지 않을 것입니다...;;;;;;;;;;;;x;
AMD_EV_DESC_25002_7;존재하지 않을지도 모르는 자를 찾는 데 돈과 시간을 낭비하는 대신, 직접 신비한 의식을 시도하는 것이 어떨까.;;;;;;;;;;;;x;
AMD_EV_OPT_25002_7;간절히 원하면 우주가 도와줄 것이다.;;;;;;;;;;;;;x;
AMD_EV_TT_25002_7;당신의 신비학 지식을 이용해 약물 제조와 같은 효과를 내는 주술 의식을 시도할 수 있습니다.;;;;;;;;;;;;;x;



AMD_EV_DESC_25010;이 신비한 연금술사는 모든 약의 제조법을 알고 있습니다. 당신이 충분한 대가를 지불한다면, 그녀는 완벽한 품질의 약을 제공할 것입니다. 이것을 어떻게 쓸지는 당신의 역량에 달렸습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_25011;이 신성모독적인 형상의 존재는 당신이 갈망하는 불경한 물질을 공급해줄 수 있습니다. 하지만 이 존재와 거래할 때마다, 당신의 백성들이 고통받을 것입니다...;;;;;;;;;;;;x;
